i0,i1,i2,i3,i4,i5,i6,i7,i8,i9,
1460.14,166.6191,-1186.273,-2132.62,-2248.971,-1462.343,-130.8237,1201.068,2117.417,2215.765,
-2174.313,-1445.245,-82.51319,1206.656,2117.64,2146.112,1410.044,123.3169,-1176.861,-2124.844,
1902.759,2256.695,1707.333,546.5158,-846.1767,-1927.353,-2272.29,-1730.929,-519.1056,882.5859,
1230.781,-121.8208,-1409.958,-2194.64,-2081.68,-1223.575,172.0249,1435.161,2159.843,2033.883,
1784.308,2261.671,1836.091,694.3635,-703.3642,-1822.309,-2280.672,-1849.094,-668.3624,747.3657,
1027.067,1947.188,2225.836,1629.341,423.4179,-1030.477,-1990.596,-2258.242,-1612.739,-360.8203,
123.0898,1420.486,2168.241,2096.578,1250.83,-86.89063,-1430.283,-2190.039,-2116.37,-1235.626,
2136.303,2099.964,1295.743,-24.53955,-1366.92,-2174.896,-2119.557,-1283.341,76.94385,1360.324,
-439.3579,-1647.532,-2247.688,-1964.542,-902.4258,498.562,1661.735,2208.89,1917.745,914.6315,
-1991.563,-915.8529,486.523,1681.591,2233.176,1932.362,924.6516,-426.7202,-1653.79,-2270.378,
-1793.418,-2261.807,-1841.385,-688.8746,682.2197,1798.621,2229.01,1815.587,707.0779,-647.0156,
201.6016,-1157.869,-2087.855,-2185.05,-1459.17,-150.6033,1218.871,2019.855,2152.048,1448.168,
-2051.635,-1084.08,329.0977,1572.631,2165.989,2006.429,1094.873,-272.2988,-1529.838,-2231.191,
776.5009,1878.302,2232.394,1758.576,669.9769,-748.5039,-1857.303,-2283.397,-1796.577,-629.9788,
